_id,type,sourceId,url,firstPublishDate,lastPublishDate,lastModifiedDate,path,source,location,byLine,headline,body,section,mappedSection,thumbnail,livestorySourceId
h_97d9325d73eff34d475953414faa5836,article,article_8EF55477-EF00-EAAC-580E-11F80E5D6B6A,https://www.cnn.com/2020/03/25/health/coronavirus-symptoms-list-what-to-do-wellness/index.html,2020-03-25T14:35:49Z,2020-03-27T09:09:26Z,2020-03-27T09:09:26Z,/2020/03/25/health/coronavirus-symptoms-list-what-to-do-wellness,cnn,,"By Sandee LaMotte, CNN",Coronavirus symptoms: A list and when to seek help,"What are the telling signs that you may have the novel coronavirus, also known as Covid-19? The main list of acute symptoms at this time is actually quite short and can appear anywhere from two to 14 days after exposure to the virus, according to the US Centers for Disease Control and Prevention. ""We're emphasizing fever plus a notable lower respiratory tract symptom -- cough or trouble breathing,"" said infectious disease expert Dr. William Schaffner, a professor of preventative medicine and infectious disease at Vanderbilt University School of Medicine in Nashville. Being able to identify those symptoms and act upon",health,HEALTH,https://cdn.cnn.com/cnnnext/dam/assets/200320110619-coronavirus-animation-story-body.jpg,
h_64e9256806c182ddf049a886147f4cf3,article,article_BA416516-8C3D-E250-A534-0E44728A1FC7,https://www.cnn.com/2020/03/26/health/covid-19-lung-damage-video/index.html,2020-03-26T11:27:56Z,2020-03-27T07:47:46Z,2020-03-27T07:47:46Z,/2020/03/26/health/covid-19-lung-damage-video,cnn,,"By Brian Fung and Jen Christensen, CNN",Video reveals lung damage in US coronavirus patient: 'People need to take this seriously',"A video shows the lungs of a man who had been asymptomatic a few days earlier. Now, the patient has Covid-19 and his lungs are failing to function properly, said Dr. Keith Mortman, the chief of thoracic surgery at George Washington University Hospital. The Washington, D.C., hospital recently released a 3D video of the coronavirus patient's lungs. The imagery shows extensive damage to the lungs of a generally healthy 59-year-old male with high blood pressure, Mortman said. Since becoming seriously ill, the patient requires a ventilator to help him breathe, but even on the highest setting, it's not enough. He",health,HEALTH,https://cdn.cnn.com/cnnnext/dam/assets/200325000535-covid-19-lung-damage-video-story-body.jpg,
h_8be7d8e357d7b9a901e832a62b965187,video,video_506C385F-550E-9FBB-8314-1AB8F4F4EEEF,https://www.cnn.com/videos/us/2020/03/27/coronavirus-town-hall-patient-heartfelt-note-nurses-cleveland-clinic-sot-vpx.cnn,2020-03-27T07:47:41Z,2020-03-27T07:47:41Z,2020-04-28T16:42:23Z,/videos/us/2020/03/27/coronavirus-town-hall-patient-heartfelt-note-nurses-cleveland-clinic-sot-vpx.cnn,cnn,,,Coronavirus survivor leaves heartfelt message for caregivers,"While a man was being treated in isolation for Covid-19, his caregivers at the Cleveland Clinic left him messages on his room's glass door. After his recent discharge, he left a heartfelt message for them.",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200326092232-cleveland-clinic-window-message-story-body.jpg,
h_bc984d239393881cb09a298f9d32474f,article,article_F70C3CEE-0D4E-B5BC-3C7C-17D156A030AF,https://www.cnn.com/2020/03/26/us/flight-attendant-coronavirus-death/index.html,2020-03-26T20:54:22Z,2020-03-27T05:20:51Z,2020-03-27T05:20:51Z,/2020/03/26/us/flight-attendant-coronavirus-death,cnn,,"By Thomas Lake, CNN","A flight attendant dies, and colleagues are 'very much on edge'","Flight attendants are mourning the death of a beloved colleague this week as they keep working in conditions that they say feel increasingly dangerous. Paul Frishkorn, a longtime union representative and Philadelphia-based flight attendant for American Airlines, died this week, the airline confirmed Wednesday in a statement to CNN. Authorities in Pennsylvania have yet to release a cause of death. But in the voicemail greeting on his phone, Frishkorn said he was ""very ill"" and awaiting results of a test for Covid-19. ""He was amazing, and totally selfless, and just a ... good soldier who never asked for any recognition,",us,US,https://cdn.cnn.com/cnnnext/dam/assets/200326150650-american-airlines-jets-file-story-body.jpg,
h_14f02ed4d5e923d7402fc213d6839746,article,article_3BFF105E-7E7A-CBDB-FC81-177425E76AB4,https://www.cnn.com/2020/03/26/politics/michigan-governor-trump-major-disaster-declaration/index.html,2020-03-26T16:09:25Z,2020-03-27T03:35:47Z,2020-03-27T03:35:47Z,/2020/03/26/politics/michigan-governor-trump-major-disaster-declaration,cnn,,"By Veronica Stracqualursi, Daniella Diaz and Paul LeBlanc, CNN",Michigan governor to Trump: 'You said you stand with Michigan — prove it',"Michigan Gov. Gretchen Whitmer challenged President Donald Trump Thursday night to ""prove"" he stands with the state after the President criticized her for asking the federal government for more help fighting the coronavirus outbreak. Trump, during an interview with Fox News on Thursday night, repeatedly slammed the Democratic governor for her demands that the federal government provide more medical equipment to the Great Lakes State. Trump said in the interview that he doesn't ""know if she knows what's going on"" but ""all she does is sit there and blame the federal government."" He also referred to her as ""the young,",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/200204231235-democratic-response-michigan-gretchen-whitmer-state-of-the-union-address-full-vpx-00010415-story-body.jpg,
h_6692170ec2ded00b2c6489553d25db82,article,article_B7AE264F-ED80-5FB8-4502-143BF7170F04,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk/index.html,2020-03-26T00:31:41.370Z,2020-03-27T02:51:43.196Z,2020-03-27T02:51:43.196Z,/world/live-news/coronavirus-outbreak-03-26-20-intl-hnk,cnn,,"By Jessie Yeung, Joshua Berlinger, Adam Renton, Meg Wagner, Emma Reynolds and Mike Hayes, CNN",Coronavirus pandemic changes way of life,"Our live coverage of the coronavirus pandemic has moved here. Although the United States government is making every effort to provide necessary supplies in response to the Covid-19 outbreak, supplies will only help so much, Surgeon General Dr. Jerome Adams said at a town hall for the American Society of Anesthesiologists on Thursday. “We will not supply our way out of this problem,” he said. The White House Coronavirus Task Force has provided 9 million N95 respirators from the Strategic National Stockpile, and it has worked with manufacturers to increase production of N95 respirators to 100 million a month, according",world,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200318031150-02-coronavirus-testing-united-states-0316-story-body.jpg,livestory_5d5944c3-ceed-47bf-8303-ec675cb58f7b
h_143b0abe1d809713d9258a6196ed57b0,article,article_00A78B12-5F58-E685-C6AC-183A7032E120,https://www.cnn.com/2020/03/26/politics/coronavirus-rhode-island-governor-new-york/index.html,2020-03-26T19:58:25Z,2020-03-27T02:05:27Z,2020-03-27T02:05:27Z,/2020/03/26/politics/coronavirus-rhode-island-governor-new-york,cnn,Washington,"By Paul LeBlanc, CNN",Texas governor mandates self-quarantine for travelers from New York tri-state area and New Orleans,"Texas Gov. Greg Abbott said Thursday he is mandating a 14-day self-quarantine for anyone traveling to his state from New York, New Jersey, Connecticut and the city of New Orleans. The executive order -- which marks just the latest clampdown on domestic travel amid the novel coronavirus pandemic -- applies only to those who arrive in Texas by plane and will be enforced by the Texas Department of Public Safety. Speaking at a news conference Thursday, Abbott said the move is ""intended simply to achieve the goals"" circulated by the Centers for Disease Control and Prevention and the White House",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/180912205925-gina-raimondo-story-body.jpg,
h_cb36e3d45f0e364514808cdc72637933,article,article_78F2A741-6190-53C0-47C7-18854F06570A,https://www.cnn.com/2020/03/26/politics/epa-coronavirus-pandemic/index.html,2020-03-27T01:28:09Z,2020-03-27T01:28:09Z,2020-03-27T01:28:09Z,/2020/03/26/politics/epa-coronavirus-pandemic,cnn,Washington,By Dan Berman,EPA dials back environmental enforcement during pandemic,"The Trump administration's Environmental Protection Agency is indefinitely dialing back enforcement of regulations and fines for companies during the coronavirus pandemic. The EPA announced the policy in a memo Thursday, citing worker shortages, social distancing needs and travel restrictions for both agency employees and contractors as a result of the pandemic. ""EPA is committed to protecting human health and the environment, but recognizes challenges resulting from efforts to protect workers and the public from COVID-19 may directly impact the ability of regulated facilities to meet all federal regulatory requirements,"" EPA Administrator Andrew Wheeler said in a statement. While pulling back",politics,POLITICS,https://cdn.cnn.com/cnnnext/dam/assets/170629172604-epa-environmental-protection-agency-logo-story-body.jpg,
h_865da936f1c0abd0f9db58b6229f1801,article,article_3CA0A011-87DC-6EF0-29B6-1714145FBA1D,https://www.cnn.com/2020/03/26/health/coronavirus-hospitals-do-not-resuscitate-bn/index.html,2020-03-27T01:12:32Z,2020-03-27T01:12:32Z,2020-03-27T01:12:32Z,/2020/03/26/health/coronavirus-hospitals-do-not-resuscitate-bn,cnn,,"By Jacqueline Howard, Wesley Bruer and Jen Christensen, CNN",Hospitals consider changes to do-not-resuscitate situations amid coronavirus pandemic,"As the coronavirus pandemic continues to sweep the United States, some hospitals are considering whether to make changes to policies and practices when it comes to do-not-resuscitate situations. Such conversations come as hospitals brace for a surge of patients, despite dwindling supplies of personal protective equipment for doctors and ventilators for seriously ill patients. A do-not-resuscitate order, also known as a DNR, is a medical order that tells health care professionals not to perform CPR if a patient stops breathing or their heart stops beating. It's an agreement that a doctor will write after discussion with a patient who agrees",health,HEALTH,https://cdn.cnn.com/cnnnext/dam/assets/200324031823-coronavirus-new-york-0323-story-body.jpg,
h_020543b8267e9564e6b4e879ebf06491,article,article_D4AF8B36-D366-A00D-FBB2-173A2EA9B2E3,https://www.cnn.com/2020/03/26/africa/ethiopia-pardons-4000-prisoners-over-coronavirus/index.html,2020-03-26T16:14:34Z,2020-03-27T00:51:15Z,2020-03-27T00:51:15Z,/2020/03/26/africa/ethiopia-pardons-4000-prisoners-over-coronavirus,cnn,,"By Bukola Adebayo, CNN","Ethiopia pardons more than 4,000 prisoners to help prevent coronavirus spread","Ethiopian President Sahle-Work Zewde has granted pardon to more than 4,000 prisoners in an effort to contain the spread of coronavirus. Sahle-Work Zewde announced the order in a tweet on Wednesday and said it would help prevent overcrowding in prisons. The directive only covers those given a maximum sentence of three years for minor crimes and those who were about to be released from jail, she said. There are 12 confirmed cases of Covid-19 in Ethiopia, the World Health Organization said Wednesday. Authorities in the nation have put in place a raft of measures, including the closure of all borders",africa,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/181025105255-02-sahle-work-zewde-file-2014-story-body.jpg,
h_253232952c7154bd748967c71f60d9b0,article,article_14E1A0F6-C4F0-0375-45BD-1750C0E34706,https://www.cnn.com/2020/03/26/world/coronavirus-front-lines-medical-care-hygiene-cnnheroes/index.html,2020-03-27T00:47:46Z,2020-03-27T00:47:46Z,2020-03-27T21:56:20Z,/2020/03/26/world/coronavirus-front-lines-medical-care-hygiene-cnnheroes,cnn,New York,"By Kathleen Toner and Meg Dunn, CNN",How these CNN Heroes are fighting Covid-19 on the front lines,"As the coronavirus pandemic spreads, so are the efforts of people who bring much-needed aid -- and inspiration -- to those in need. Some of them, previously recognized as CNN Heroes for their work to fix problems in their communities, now find themselves helping stem the tide of the virus. Dr. Rob Gore, an emergency physician at Kings County Hospital Center and SUNY Downstate Medical Center in Brooklyn, is on the front lines of the crisis. A CNN Hero in 2018 for his violence prevention initiative, KAVI, right now he's focused on his day job: providing medical care to his",world,WORLD,https://cdn.cnn.com/cnnnext/dam/assets/200326114000-cnnheroes-jim-withers-portrait-story-body.jpg,
